A101_001	Dek embregerezh eus ar vro Vigoudenn o sinañ evit ar brezhoneg .	10 embregerezh eus ar vro Vigoudenn o sinañ evit ar brezhoneg.	# deg em.breg.'ɛ.rez øz ar vro vig.'u.dɛn o 'si.nɑ̃ 'e.vid ar bre.'zõ.nɛk #	1	1	0	session_1/Skridoù_PHM.txt
A101_002	Unnek na weler nemet ul lodenn anezho , da vareoù zo eus ar bloaz ha da eurioù zo nemetken .	11 na weler nemet ul lodenn anezho, da vareoù zo eus ar bloaz ha da eurioù zo nemetken.	# 'œ.neg na 'we.lɛr 'ne.med œl 'lo.dɛn ɑ̃.'ne.zo # dɑ va.'re.u zo øz ar blwɑ:s a dɑ 'ør.ju zo ne.'met.ken #	1	1	0	session_1/Skridoù_PHM.txt
A101_003	Mil nav c'hant hanter-kant : Krouet eo Kevredad Mignoned Sant Pêr , karget eus div skol ( paotred ha merc'hed ) , hag eus patronaj ar barrez .	1950 : Krouet eo Kevredad Mignoned Sant Pêr, karget eus 2 skol (paotred ha merc'hed), hag eus patronaj ar barrez.	# mil naw xɑ̃nt hɑ̃n.'tɛr.kɑ̃nt # 'kru.ɛd ɛw ke.'vre.dat miɲ.'õ.nɛt sɑ̃nt pɛ:r # 'karg.ɛd øs diw sko:l # 'pɔ.trɛd a 'mɛrx.ɛt # ag øs pa.'trõ.naʒ ar 'ba.rɛs #	1	1	0	session_1/Skridoù_PHM.txt
A101_004	Daou c'hant seizh studier ha daou-ugent enskrivet er gevrenn .	247 studier enskrivet er gevrenn.	# dɔw xɑ̃n sɛjs sty.'di.ɛr a dɔ.'wyg.ɛnd en.'skri.ved er 'ge.vrɛn #	1	1	0	session_1/Skridoù_PHM.txt
A101_005	Pevar luc'hvann .	4 luc'hvann.	# 'pe.var 'lyx.vɑ̃n #	1	1	0	session_1/Skridoù_PHM.txt
A101_006	Eizh kenlabourer ha daou-ugent Kengreadur daou vil seizh .	48 kenlabourer Kengreadur 2007.	# ɛjs kɛn.la.'bu.rɛr a dɔ.'wyg.ɛnt kɛng.re.'ɑ.dyr dɔw vi:l sɛjs #	1	1	0	session_1/Skridoù_PHM.txt
A101_007	Eizh pajenn ha tri-ugent .	68 pajenn.	# ɛjs 'pɑ.ʒɛn a tri.'yg.ɛnt #	1	1	0	session_1/Skridoù_PHM.txt
A101_008	A c'haller ober diouzhtu ( evit ar prantad kentañ ) .	A c'haller ober diouzhtu (evit ar prantad kentañ).	# a 'xa.lɛr 'o.bɛr 'dju.sty # 'e.vid ar 'prɑ̃n.tat 'kɛn.tɑ̃ #	1	1	0	session_1/Skridoù_PHM.txt
A101_009	A-hed e vuhez vicherel e vo gourc'hemennet meur a oberenn dezhañ .	A-hed e vuhez vicherel e vo gourc'hemennet meur a oberenn dezhañ.	# 'ah.ed e 'vy.ɛs viʃ.'e.rɛl e vo gurx.e.'mɛ.nɛd mø:r a o.'be.rɛn 'de.zɑ̃ #	1	1	0	session_1/Skridoù_PHM.txt
A101_010	A-hend-all e veze kavet dalc'hmat kanerien ha tud a volontez vat .	A-hend-all e veze kavet dalc'hmat kanerien ha tud a volontez vat.	# ah.'ɛn.dal e 've.ze 'ka.vet 'dalx.mɑt kɑ̃.'ner.jɛn a ty:d a vo.'lõn.tɛs vat #	1	1	0	session_1/Skridoù_PHM.txt
A101_011	Abati ha skluz Berrepoz e Sant-Jelven .	Abati ha skluz Berrepoz e Sant-Jelven.	# a.'ba.ti a skly:s bɛ.'re.poz e sɑ̃n.'ʒɛl.vɛn #	1	1	0	session_1/Skridoù_PHM.txt
A101_012	Adalek mil eizh kant daouzek ha pevar-ugent , e evezhie ivez al labourioù da sevel ar c'hastell .	Adalek 1892, e evezhie ivez al labourioù da sevel ar c'hastell.	# a.'dɑ.lɛg mil ɛjs kɑ̃n 'dɔw.zeg a pe.va.'ryg.ɛnt # e e.ve.'zi.e 'i.vez al lɑ.'bur.ju dɑ 'se.vɛl ar 'xa.stɛl #	1	1	0	session_1/Skridoù_PHM.txt
A101_013	Adalek an dri a viz Mae daou vil unnek .	Adalek an 3 a viz Mae 2011.	# a.'dɑ.lɛg ɑ̃n dri a vi:s mɛ: dɔw vi:l 'œ.nek #	1	1	0	session_1/Skridoù_PHM.txt
