A205_01	Soaz an Tieg	Soaz an Tieg	# swɑ:z ɑ̃n 'ti.ɛk #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
A205_02	Krampouezh ed-du	Krampouezh ed-du	# 'krɑ̃m.pwez 'e.ty #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
A205_03	Un hanter lur bleud ed-du	Un hanter lur bleud ed-du	# œn 'hɑ̃n.tɛr ly:r blød 'e.ty #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
A205_04	Ur c'hartouron bleud gwinizh	Ur c'hartouron bleud gwinizh	# œr xar.'tu.rõn bløt 'gwi.nis #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
A205_05	Un hanter litrad laezh	Un hanter litrad laezh	# œn 'hɑ̃n.tɛr 'li.trat lɛ:s #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
A205_06	daou vi	2 vi	# dɔw vi #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
A205_07	pemp gram holen	5 g holen	# pɛm grɑ̃m 'ho.lɛn #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
A205_08-0	Meskañ an daou seurt bleud gant ar vioù hag al laezh . 	Meskañ an daou seurt bleud gant ar vioù hag al laezh. 	# 'me.skɑ̃ ɑ̃n dɔw sœrt bløt gɑ̃n ar 'vi.u ag al lɛ:s #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
A205_08-1	Astenn ar bas gant ur banne dour pe sistr ken na vo tanav a-walc'h .	Astenn ar bas gant ur banne dour pe sistr ken na vo tanav a-walc'h.	# 'a.stɛn ar bas gɑ̃n œr 'bɑ̃.ne du:r pe sist ken na vo 'tɑ̃.no 'a.walx #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
A205_09-0	Ledel ar bas gant ar rozell . Lezel da boazhañ div vunutenn war bep tu . 	Ledel ar bas gant ar rozell. Lezel da boazhañ div vunutenn war bep tu. 	# 'le.dɛl ar bas gɑ̃n ar 'ro.zɛl # 'le.zɛl dɑ 'bwɑ.zɑ̃ diw vy.'ny.tɛn war bep ty #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
A205_09-1	Lakaat un tamm amann war ar grampouezhenn ha plegañ e pevar gant ar sklisenn .	Lakaat un tamm amann war ar grampouezhenn ha plegañ e pevar gant ar sklisenn.	# 'la.kɑd œn tɑ̃m 'a.mɑ̃n war ar grɑ̃m.'pwe.zɛn a 'pleg.ɑ̃ e 'pe.var gɑ̃n ar 'skli.sɛn #	1	1	0	session_2/recipes/SOAZ_AN_TIEG_-_01_KRAMPOUEZH_ED_DU.txt
