P208_1-01	A	A	# a #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-02	a tired kognek	Â	# a 'ti.rɛt 'kõɲ.ɛk #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-03	B.	B	# be #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-04	CH.	CH.	# ʃe: #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-06	D.	D	# de #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-07	E	E	# e #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-08	F.	F	# ɛf #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-09	G.	G	# ge #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-10	H.	H	# aʃ #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-11	I	I	# i #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-12	J.	J	# ʒe #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-13	K.	K	# ke #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-14	L.	L	# ɛl #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-15	M.	M	# ɛm #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-16	N.	N	# ɛn #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-17	N tild	Ñ	# ɛn tilt #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-18	O	O	# o #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-19	P.	P	# pe #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-20	R.	R	# ɛr #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-21	S.	S	# ɛs #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-22	T.	T	# te #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-23	U	U	# y #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-24	U tired boud	Ù	# y 'ti.rɛt bu:t #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-25	V.	V	# ve #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-26	W.	W	# we #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-27	Y.	Y	# je #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_1-28	Z.	Z	# ze #	1	1	1	session_2/spelled_letters_symbols/letters_breton.txt
P208_2-01	a tired boud	À	# a 'ti.rɛt bu:t #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-02	a tired lemm	Á	# a 'ti.rɛt lɛm #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-03	a daouboent	Ä	# a 'dɔw.bwɛnt #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-04	a e peg	Æ	# a e pe:k #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-05	C.	C	# se #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-06	C lostek	Ç	# se 'lɔ.stɛk #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-07	e tired boud	È	# e 'ti.rɛt bu:t #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-08	e tired lemm	É	# e 'ti.rɛt lɛm #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-09	e tired kognek	Ê	# e 'ti.rɛt 'kõɲ.ɛk #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-10	e daouboent	Ë	# e 'dɔw.bwɛnt #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-11	i tired kognek	Î	# i 'ti.rɛt 'kõɲ.ɛk #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-12	i daouboent	Ï	# i 'dɔw.bwɛnt #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-14	o e peg	Œ	# o e pe:k #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-15	Q.	Q	# ky #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-16	U daouboent	Ü	# y 'dɔw.bwɛnt #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-17	X.	X	# iks #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_2-18	ye daouboent	Ÿ	# je 'dɔw.bwɛnt #	1	1	1	session_2/spelled_letters_symbols/letters_other.txt
P208_4-01	mann	0	# mɑ̃n #	1	1	1	session_2/spelled_letters_symbols/symbols.txt
P208_4-02	unan	1	# 'y.nɑ̃n #	1	1	1	session_2/spelled_letters_symbols/symbols.txt
P208_4-03	daou	2	# dɔw #	1	1	1	session_2/spelled_letters_symbols/symbols.txt
P208_4-04	tri	3	# tri: #	1	1	1	session_2/spelled_letters_symbols/symbols.txt
P208_4-05	pevar	4	# 'pe.var #	1	1	1	session_2/spelled_letters_symbols/symbols.txt
P208_4-06	pemp	5	# pɛmp #	1	1	1	session_2/spelled_letters_symbols/symbols.txt
P208_4-07	c'hwec'h	6	# xwɛx #	1	1	1	session_2/spelled_letters_symbols/symbols.txt
P208_4-08	seizh	7	# sɛjs #	1	1	1	session_2/spelled_letters_symbols/symbols.txt
P208_4-09	eizh	8	# ɛjs #	1	1	1	session_2/spelled_letters_symbols/symbols.txt
P208_4-10	nav	9	# naw #	1	1	1	session_2/spelled_letters_symbols/symbols.txt
