A207_1-001	Aela .	Aela.	# 'ɛ.la #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-002	Aelaig .	Aelaig.	# ɛ.'la.ik #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-003	Aelez .	Aelez.	# 'ɛ.lɛs #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-004	Aelezig .	Aelezig.	# ɛ.'le.zik #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-005	Aelwenn .	Aelwenn.	# 'ɛ.lwɛn #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-006	Alana .	Alana.	# a.'lɑ̃.na #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-007	Alanez .	Alanez.	# a.'lɑ̃.nɛs #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-008	Alara .	Alara.	# a.'lɑ.ra #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-009	Albina .	Albina.	# al.'bi.na #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-010	Albinenn .	Albinenn.	# al.'bi.nɛn #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-011	Alwena .	Alwena.	# a.'lwe.na #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-012	Ambroaza .	Ambroaza.	# ɑ̃m.'brwɑ.za #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-013	Andreva .	Andreva.	# ɑ̃n.'dre.va #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-014	Anjela .	Anjela.	# ɑ̃n.'ʒe.la #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-015	Anna .	Anna.	# 'ɑ̃.na #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-016	Annaig .	Annaig.	# ɑ̃.'na.ik #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-017	Antoneta .	Antoneta.	# ɑ̃n.tõ.'ne.ta #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-018	Aodrena .	Aodrena.	# ɔ.'dre.na #	1	1	0	session_2/proper_names/forenames_female.txt
A207_1-019	Aodrenell .	Aodrenell.	# ɔ.'dre.nɛl #	1	1	0	session_2/proper_names/forenames_female.txt
